,PartID,ItemID,SequenceOrder,Title,Date,StartPageID,SegmentUrl,CreatorName,NameConfirmedFromPage,MatchedNames,Confidences,best_match,has_best_match
500,28351,14666.0,48,Sinosenecio newcombei (Asteraceae: Senecioneae): a new combination for a North American plant in an asiatic genus,1996,661990,https://www.biodiversitylibrary.org/part/28351,"Janovec, J P | Barkley, T. M. (Theodore Mitchell), 1934-2004",Asteraceae | Compositae | Lathyrus subsect. Aurei | Senecio newcombei | Sinosenecio | Takakia | Senecio | Tussilagininae | Sinosenecio newcombei | Senecioneae | Senecioninae,"['Sinosenecio newcombei (Greene) Janovec & T.M.Barkley', 'Asteraceae', 'Compositae', 'Lathyrus L.', 'Senecioneae', 'Senecio newcombei Greene']","[100, 96, 94, 94, 92, 83]",Sinosenecio newcombei (Greene) Janovec & T.M.Barkley,True
501,28353,14666.0,50,"Syringantha coulteri (Hooker f.) T. McDowell, a new combination, and remarks on the relationships of the monotypic Mexican genus Syringantha Standley (Rubiaceae)",1996,661998,https://www.biodiversitylibrary.org/part/28353,"McDowell, Tim",Coutarea | Exostema | Hamelieae | Syringantha coulteri | Syringantha | Portlandia | Syringantha loranthoides | Exostema coulteri | Rubiaceae,"['Syringantha coulteri (Hook.f.) T.McDowell', 'Rubiaceae', 'Syringantha loranthoides Standl.', 'Exostema coulteri Hook.f.']","[100, 96, 83, 83]",Syringantha coulteri (Hook.f.) T.McDowell,True
502,12755,14671.0,7,"A new species of Encholirium (Bromeliaceae) from Minas Gerais, Brazil",2001,642104,https://www.biodiversitylibrary.org/part/12755,"Wanderley, Maria das Graças Lapa. | Forzza, R C",Fissurella subgen. Serra | Encholirium | Encholirium reflexum | Bromeliaceae,"['Encholirium reflexum Forzza & Wand.', 'Bromeliaceae', 'Serra']","[99, 96, 94]",,False
503,12756,14671.0,8,New names in African Celastraceae and Rutaceae,2001,642107,https://www.biodiversitylibrary.org/part/12756,"Gereau, Roy E.,",Bumba | Celastrus confertus | Celastraceae | Celastrus | Diphasia | Cranzia angolensis | Cranzia | Fagaropsis angolensis | Maytenus conferta | Maytenus masindei | Lisu | Maytenus | Vepris | Vepris | Gymnosperms | Vepris angolensis | Vepris hiernii | Crainzia angolensis | Diphasia angolensis | Rutaceae,"['Maytenus masindei Gereau', 'Vepris angolensis Engl.', 'Vepris hiernii Gereau', 'Celastraceae', 'Rutaceae', 'Maytenus Molina', 'Fagaropsis angolensis (Engl.) H.M.Gardner', 'Celastrus confertus Ruiz & Pav.', 'Cranzia angolensis Hiern']","[100, 100, 100, 96, 96, 94, 87, 83, 83]",Maytenus masindei Gereau,True
504,12760,14671.0,12,Hydrocharitaceae from central Brazil: a new species of Egerlia and a note on Apalanthe granatensis,2001,642127,https://www.biodiversitylibrary.org/part/12760,"Bove, Cláudia Petean, 1961- | Koehler, Samantha, 1975-",Apalanthe | Egeria | Elodea | Folia | Apalanthe granatensis | Hydrocharitaceae | Aruana | Egeria heterostemon | Claudia,"['Egeria heterostemon S.Koehler & C.P.Bove', 'Hydrocharitaceae', 'Egeria', 'Apalanthe Planch.']","[100, 96, 94, 94]",Egeria heterostemon S.Koehler & C.P.Bove,True
505,12766,14671.0,19,"Ianthopappus, a new genus of the tribe Mutisieae (Compositae)",2001,642161,https://www.biodiversitylibrary.org/part/12766,"Roque, Nádia | Hind, D J N",Actinoseris | Actinoseris corymbosa | Basionym | Basilia meridionalis | Cassini | Chucoa | Cnicothamnus | Compositae | Cyclolepis | Gochnatia corymbosa | Gochnatiinae | Hyalis | Linnaea | Mutisiinae | Nouelia | Onoseris corymbosa | Onoseris | Gochnatia | Mutisieae | Gochnatia | Ianthopappus corymbosus | Ianthopappus | Brasilia | Tribus,"['Ianthopappus corymbosus (Less.) Roque & D.J.N.Hind', 'Ianthopappus Roque & D.J.N.Hind', 'Compositae', 'Onoseris Willd.', 'Basilia meridionalis Theodor, 1956', 'Gochnatia corymbosa Less.']","[100, 98, 94, 94, 84, 83]",Ianthopappus corymbosus (Less.) Roque & D.J.N.Hind,True
506,12768,14671.0,21,New Ouratea species (Ochnaceae) from Venezuela and adjacent countries,2001,642169,https://www.biodiversitylibrary.org/part/12768,"Sastre, C. (Claude)",Kaieteurea | Ouratea | Ouratea lajaensis | Ouratella | Ouratea brevicalyx | Ouratea polyantha | Ouratea stipulata | Caducae | Triana | Ayacucho | Adansonia | Guayana | Ochna stipulata | Ochnaceae | Ouratea sect. Cardiocarpae,"['Ouratea lajaensis Sastre', 'Ouratea stipulata (Vell.) Sastre', 'Ochnaceae', 'Ouratea Aubl.', 'Ouratea Aubl.', 'Adansonia', 'Ouratea brevicalyx Maguire & Steyerm.', 'Ochna stipulata Vell.']","[100, 100, 96, 95, 94, 94, 84, 83]",Ouratea lajaensis Sastre,True
507,12769,14671.0,22,"Croton diasii and Croton trombetensis, two new Euphorbiaceae from Amazonian Brazil",2001,642183,https://www.biodiversitylibrary.org/part/12769,"Secco, Ricardo de S. | Berry, Paul E. (Paul Edward) | Rosa, N A",Amazo | Arbor | Croton trombetensis | Croton | Emilio | Euphorbi | Brasiliensis | Inflorescentia | Euphorbiaceae | Folia | Euphorbiaceae | Inpa | Croton diasii,"['Croton trombetensis Secco, P.E.Berry & N.A.Rosa', 'Croton diasii Pires ex Secco & P.E.Berry', 'Arbor Schröder, Medioli & Scott, 1989', 'Euphorbiaceae', 'Euphorbiaceae', 'Euphorbi', 'Crotone Theissen & Sydow, 1915', 'Inca Le Peletier & Serville, 1828', 'Animalia']","[100, 100, 98, 96, 96, 94, 89, 88, 86]","Croton trombetensis Secco, P.E.Berry & N.A.Rosa",True
508,12795,14671.0,58,A reconsideration of Chaunanthus (Brassicaceae),2001,642392,https://www.biodiversitylibrary.org/part/12795,"Price, R A | Al-Shehbaz, Ihsan A., (Ihsan Ali) 1939-",Brassicaceae | Cardamine | Chaunanthus | Matthioleae | Thelypodium petiolatum | Thelypodium | Chaunanthus acuminatus,"['Chaunanthus acuminatus (Rollins) R.A.Price & Al-Shehbaz', 'Brassicaceae', 'Thelypodium petiolatum Hemsl.']","[100, 96, 83]",Chaunanthus acuminatus (Rollins) R.A.Price & Al-Shehbaz,True
509,12801,14671.0,64,Una especie del género Monophyllanthe (Marantaceae) de la Cuenca Amazónica,2001,642419,https://www.biodiversitylibrary.org/part/12801,"Kennedy, Helen, 1941- | Suárez, S | Galeano Garcés, Gloria 1958-2016",Amazonica | Figura | Genero | Inflorescentia | Planta | Amazonia | Marantaceae | Monophyllanthe,['Marantaceae'],[96],,False
510,12805,14671.0,69,"New combinations in the genus Neomarica (Iridaceae), and its segregation from Trimezia on the basis of morphological features",2001,642439,https://www.biodiversitylibrary.org/part/12805,"Chukr, N S | Giulietti, Ana Maria",Cipura | Lansbergia | Juncella | Marica northiana | Nadia | Neomarica | Marica | Neomarica paradoxa | Neomarica rupestris | Trimezia fistulosa | Trimezia | Platyella | Trimezia juncifolia | Calolirion | Iridaceae | Trimezia violacea | Ravenna | Iridaceae,"['Neomarica paradoxa (Ravenna) Chukr', 'Neomarica rupestris (Ravenna) Chukr', 'Iridaceae', 'Iridaceae', 'Trimezia Salisb. ex Herb.', 'Trimezia fistulosa R.C.Foster', 'Trimezia juncifolia Klatt']","[100, 100, 96, 96, 94, 84, 81]",Neomarica paradoxa (Ravenna) Chukr,True
511,12813,14671.0,77,"Canastra, a new genus of Paniceae (Poaceae, Panicoideae) segregated from Arthropogon",2001,642492,https://www.biodiversitylibrary.org/part/12813,"Davidse, Gerrit | Filgueiras, Tarciso, 1950- | Zuloaga, Fernando O. | Morrone, Osvaldo",Achlaena | Altoparadisium | Basionym | Arthropogon | Bradea | Canastra lanceolata | Canastra | Inessa | Panicum sect. Laxa | Melo | Medetera subgen. Lorea | Panicoideae | Panicum | Prionitia | Streptostachys | Poaceae | Arthropogon lanceolatus | Paniceae | Cliffordiochloa | Homolepis | Planaltina | Poaceae,"['Canastra lanceolata (Filg.) Morrone, Zuloaga, Davidse & Filg.', 'Altoparadisium Filg., Davidse, Zuloaga & Morrone', 'Canastra Morrone, Zuloaga, Davidse & Filg.', 'Poaceae', 'Poaceae', 'Panicum L.', 'Medetera Fischer von Waldheim, 1819', 'Arthropogon lanceolatus Filg.']","[100, 98, 98, 96, 96, 95, 95, 83]","Canastra lanceolata (Filg.) Morrone, Zuloaga, Davidse & Filg.",True
512,12814,14671.0,80,Taxonomic evaluation and new combinations in the Lupinus gilbertianus--L. linearis complex (Fabaceae),2001,642505,https://www.biodiversitylibrary.org/part/12814,"Fuentes, Elsa | Planchuelo, A M",Lupinus | Lupinus linearis | Taxonomic | Fabaceae | Lupinus gibertianus,"['Fabaceae', 'Lupinus linearis Desr.', 'Lupinus gibertianus C.P.Sm.']","[96, 84, 84]",,False
513,12821,14671.0,87,Notes on Agalinis (Scrophulariaceae) from Brazil,2001,642547,https://www.biodiversitylibrary.org/part/12821,"Giulietti, Ana Maria | Elias, S I | Souza, V C",Agalinis itambensis | Agalinis | America | Corolla | Esterhazya | Itambe | Scrophulariaceae | Agalinis ramosissima,"['Scrophulariaceae', 'Agalinis Raf.', 'Agalinis itambensis V.C.Souza & S.I.Elías']","[96, 94, 84]",,False
514,16536,14665.0,20,Merostachys multiramea (Poaceae: Bambusoideae: Bambuseae) and similar species from Brazil,1995,651606,https://www.biodiversitylibrary.org/part/16536,"Sendulsky, T",Merostachys | Merostachys multiramea | Tatiana | Bambuseae | Poaceae | Bambusoideae | Poaceae,"['Poaceae', 'Poaceae', 'Merostachys multiramea Hack.']","[96, 96, 84]",,False
515,16547,14665.0,34,Two new species of Paspalum (Poaceae: Paniceae) from Brazil,1995,651676,https://www.biodiversitylibrary.org/part/16547,"Davidse, Gerrit | Filgueiras, Tarciso, 1950-",Aripuana | Brasilia | Paspalum | Paspalum zuloagae | Paspalum campinarum | Quadrifaria | Poaceae | Paniceae | Poaceae | Inpa,"['Paspalum zuloagae Davidse & Filg.', 'Paspalum campinarum Filg. & Davidse', 'Poaceae', 'Poaceae']","[100, 100, 96, 96]",Paspalum zuloagae Davidse & Filg.,True
516,16550,14665.0,37,"Nolina cismontana (Nolinaceae), a new species name for an old taxon",1995,651692,https://www.biodiversitylibrary.org/part/16550,"Hess, W J | Dice, J C",Nolina parryi wolfii | Nolinaceae | Nolina parryi | Nolina | Nolina cismontana | Nolina parryi,"['Nolinaceae', 'Nolina parryi S.Watson', 'Nolina cismontana Dice', 'Nolina parryi S.Watson', 'Nolina parryi subsp. wolfii Munz']","[96, 84, 84, 84, 82]",,False
517,16562,14665.0,49,Three new combinations in Pfaffia (Amaranthaceae) from the New World tropics,1995,651758,https://www.biodiversitylibrary.org/part/16562,"Borsch, Thomas, 1969-",Basionym | Gomphrenoideae | Iresine costaricensis | Iresine completa | Iresine | Iresine wrightii | Iresine calea | Pfaffia completa | Pfaffia costaricensis | Sula | Pfaffia aurata | Trommsdorffia aurata | Amaranthaceae | Pfaffia,"['Pfaffia completa (Uline & W.L.Bray) Borsch', 'Pfaffia costaricensis (Standl.) Borsch', 'Pfaffia aurata (Mart.) Borsch', 'Amaranthaceae', 'Iresine R.Br.', 'Iresine costaricensis Standl.', 'Iresine completa Uline & W.L.Bray', 'Iresine wrightii Standl.', 'Trommsdorffia aurata Mart.']","[100, 100, 100, 96, 94, 83, 83, 83, 83]",Pfaffia completa (Uline & W.L.Bray) Borsch,True
518,16564,14665.0,51,A new species of Brachynema (Olacaceae) from South America,1995,651766,https://www.biodiversitylibrary.org/part/16564,"Duno de Stefano, Rodrigo | Berry, Paul E. (Paul Edward) | Orsini, G",Brachynema | Brachynema axillare | Calyx | Olacaceae | Amazonia | Brachynema ramiflorum,"['Olacaceae', 'Brachynema axillare Duno & P.E.Berry', 'Brachynema ramiflorum Benth.']","[96, 84, 84]",,False
519,16569,14665.0,56,"Carex radfordii (section Laxiflorae: Cyperaceae), a new species from the southern Appalachians",1995,651787,https://www.biodiversitylibrary.org/part/16569,"Gaddy, L L",Anacamptis sect. Laxiflorae | Carex radfordii | Carex | Carex laxiflora | Cyperaceae | Cyperaceae | Carex purpurifera,"['Carex radfordii Gaddy', 'Cyperaceae', 'Cyperaceae', 'Anacamptis Rich.', 'Carex L.', 'Carex purpurifera Mack.']","[100, 96, 96, 95, 94, 84]",Carex radfordii Gaddy,True
520,16575,14665.0,62,"A new species of Sicydium Schlechtendal (Cucurbitaceae: Zanonieae, Zanonieae, Sicydiinae) for the Flora Mesoamericana",1995,651812,https://www.biodiversitylibrary.org/part/16575,"Lira, R",Zanonioideae | Sicydium | Zanonieae | Sicydiinae | Sicydium daviliae | Cucurbitaceae | Pinguicula sect. Mesoamericana,"['Sicydium davilae Lira', 'Cucurbitaceae', 'Pinguicula L.']","[98, 96, 94]",,False
521,16589,14665.0,79,Nomenclatural notes on the Myrsinaceae of China,1995,651885,https://www.biodiversitylibrary.org/part/16589,"Chen, Jie. | Pipoly, John J. III",Ardisia | Basionym | Cybianthus | Embelia pauciflora | Embelia | Malipo | Maesa confusa | Myrsinaceae | Maesa brevipaniculata | Myrsine cicatricosa | Myrsine | Myrsineae | Rapanea | Embelia laeta | Maesa parvifolia | Embelia blinii | Ardisia obtusa | Maesa consanguinea | Maesa | Malesia,"['Maesa confusa (C.M.Hu) Pipoly & C.Chen', 'Maesa brevipaniculata (C.Y.Wu & C.Chen) Pipoly & C.Chen', 'Myrsine cicatricosa (C.Y.Wu & C.Chen) Pipoly & C.Chen', 'Myrsinaceae', 'Embelia Burm.f.', 'Embelia pauciflora Diels', 'Ardisia obtusa Mez', 'Maesa consanguinea Merr.', 'Embelia blinii H.Lév.', 'Maesa parvifolia Aug.DC.']","[100, 100, 100, 96, 94, 84, 84, 84, 83, 82]",Maesa confusa (C.M.Hu) Pipoly & C.Chen,True
522,26984,14667.0,47,"Izozogia nellii (Zygophyllaceae), nuevo género y especie del Gran Chaco de Santa Cruz (Bolivia)",1997,639820,https://www.biodiversitylibrary.org/part/26984,"Navarro, G",Genero | Ovarium | Ovula | Squama | Zygophyllaceae | Folia | Fructus | Figura | Izozogia nellii,"['Izozogia nellii G.Navarro', 'Zygophyllaceae', 'Folga Navás, 1918']","[100, 96, 88]",Izozogia nellii G.Navarro,True
523,26991,14667.0,23,Two new species of Chamaedorea (Arecaceae),1997,639854,https://www.biodiversitylibrary.org/part/26991,"Hodel, Donald R., 1951-",Chamaedorea | Chamaedoreae | Chamaedorea ponderosa | Arecaceae | Chamaedoreae,"['Chamaedorea ponderosa Hodel', 'Arecaceae']","[100, 96]",Chamaedorea ponderosa Hodel,True
524,27003,14667.0,17,Omphalea (Euphorbiaceae) in Madagascar: a new species and a new combination,1997,639946,https://www.biodiversitylibrary.org/part/27003,"Gillespie, Lynn J.",Acalyphoideae | Jatropheae | Hecatea | Mada | Omphalea | Plukenetieae | Omphalea | Euphorbiaceae | Omphalea palmata | Crotonoideae | Hippomaneae | Omphalea ankaranensis | Euphorbioideae | Gelonieae | Omphaleae | Omphalea oppositifolia | Euphorbiaceae,"['Omphalea ankaranensis L.J.Gillespie', 'Omphalea oppositifolia (Willd.) L.J.Gillespie', 'Mada Jeffreys, 1867', 'Euphorbiaceae', 'Euphorbiaceae', 'Omphalea palmata Leandri']","[100, 100, 97, 96, 96, 84]",Omphalea ankaranensis L.J.Gillespie,True
525,27006,14667.0,21,Paeonia (Paeoniaceae) in Xizang (Tibet),1997,639976,https://www.biodiversitylibrary.org/part/27006,"Hong, Deyuan.",Abies sect. Delavay | Basionym | Paeonia | Paeonia lutea | Paeonia lutea | Paeonia ludlowii,"['Paeonia ludlowii (Stern & G.Taylor) D.Y.Hong', 'Abies Mill.', 'Paeonia L.', 'Paeonia L.']","[100, 94, 94, 94]",Paeonia ludlowii (Stern & G.Taylor) D.Y.Hong,True
526,27030,14667.0,65,"Encalypta tianschanica (Musci: Encalyptaceae), a new species from western China, with a key to the species of Encalypta in Xinjiang",1997,640137,https://www.biodiversitylibrary.org/part/27030,"He, Si. | Zhao, Jian-Cheng | Hu, Ren-Liang",Capsula | Folia | Encalypta | Musci | Rhabdotheca | Encalypta sibirica | Plantae | Encalypta tianschanica | Encalyptaceae,"['Encalypta tianschanica J.C.Zhao, R.L.Hu & S.He', 'Encalypta Hedw.', 'Encalyptaceae', 'Musci', 'Plantae', 'Fojia Greer & Simon, 1982']","[100, 98, 96, 94, 94, 89]","Encalypta tianschanica J.C.Zhao, R.L.Hu & S.He",True
527,27035,14667.0,8,"Solanum maternum (Solanaceae), a new Bolivian relative of the Tree Tomato",1997,640158,https://www.biodiversitylibrary.org/part/27035,"Bohs, Lynn | Nelson, A",Cyphomandra | Solanum sect. Cyphomandropsis | Solanum | Solanaceae | Solanum maternum | Solanum betaceum | Soares,"['Solanum maternum Bohs', 'Solanaceae', 'Solanum L.', 'Solanum betaceum Cav.']","[100, 96, 95, 84]",Solanum maternum Bohs,True
528,27037,14667.0,13,"Podandrogyne hispidula, P. jamesonii, and P. mathewsii (Capparidaceae), three valid species from Ecuador and Peru",1997,640170,https://www.biodiversitylibrary.org/part/27037,"Cochrane, Theodore S.",Basionym | Cleome coccinea | Cleome hirsuta | Gynandropsis hispidula | Gynandropsis jamesonii | Peruvia | Podandrogyne brachycarpa | Podandrogyne jamesonii | Podandrogyne | Angas | Podandrogyne hispidula | Capparidaceae,"['Podandrogyne jamesonii (Briq.) Cochrane', 'Podandrogyne hispidula (DC.) Cochrane', 'Peruvia Scudder, 1890', 'Capparidaceae', 'Cleome L.', 'Cleome L.', 'Podandrogyne Ducke', 'Argas Scouler, 1835', 'Gynandropsis hispidula DC.', 'Gynandropsis jamesonii Briq.']","[100, 100, 98, 96, 94, 94, 94, 86, 83, 83]",Podandrogyne jamesonii (Briq.) Cochrane,True
529,27040,14667.0,27,Three new species of Passiflora (Passifloraceae) from Ecuador and notes on Passiflora viridescens,1997,640196,https://www.biodiversitylibrary.org/part/27040,"Macdougal, John | Jørgensen, Peter Møller, 1958-",Ancistrothyrsus hirtellus | Passiflora | Passiflora viridescens | Passiflora brachyantha | Passiflora tessmannii | Passiflora venosa | Passiflora trochlearis | Passifloraceae | Triana | Passiflora,"['Passifloraceae', 'Triaena Leconte, 1847', 'Ancistrothyrsus hirtellus A.H.Gentry', 'Passiflora viridescens L.K.Escobar', 'Passiflora brachyantha L.K.Escobar', 'Passiflora tessmannii Harms', 'Passiflora venosa Rusby', 'Passiflora trochlearis P.Jørg.']","[96, 88, 84, 84, 84, 84, 84, 84]",,False
530,3021,14669.0,33,"Twisselmannia (Brassicaceae), a remarkable new genus from California",1999,640863,https://www.biodiversitylibrary.org/part/3021,"Al-Shehbaz, Ihsan A., (Ihsan Ali) 1939-",Arabis hirshbergiae | Brassicaceae | Cruciferae | Sibaropsis hammittii | Twisselmannia californica | Capsella bursa-pastoris | Twisselmannia,"['Twisselmannia californica Al-Shehbaz', 'Twisselmannia Al-Shehbaz', 'Brassicaceae', 'Cruciferae', 'Arabis hirshbergiae S.Boyd', 'Sibaropsis hammittii S.Boyd & T.S.Ross']","[100, 97, 96, 94, 83, 83]",Twisselmannia californica Al-Shehbaz,True
531,3030,14669.0,43,Licaria caribaea (Lauraceae): a new species from the Caribbean lowlands of Costa Rica,1999,640930,https://www.biodiversitylibrary.org/part/3030,"Gómez-Laurito, Jorge | Cascante Marín, Alfredo Mario, 1967-",Carapa guianensis | Citharexylum sect. Caribe | Lauraceae | Licaria caribaea | Licaria | Meliaceae | Pentaclethra | Arecaceae | Crudia acuminata | Raphia taedigera | Prioria copaifera | Pentaclethra macroloba | Guianensis,"['Licaria caribaea Gómez-Laur. & Cascante', 'Lauraceae', 'Meliaceae', 'Arecaceae', 'Citharexylum B.Juss.', 'Pentaclethra Benth.', 'Carapa guianensis Aubl.', 'Crudia acuminata Benth.', 'Prioria copaifera Griseb.']","[100, 96, 96, 96, 94, 94, 84, 84, 84]",Licaria caribaea Gómez-Laur. & Cascante,True
532,3040,14669.0,54,A new species of Elvasia (Ochnaceae) from Mesoamerica with discussion of subgeneric classification and phytogeography,1999,640984,https://www.biodiversitylibrary.org/part/3040,"Whitefoord, C | Knapp, Sandra | Sastre, C. (Claude)",Elvasia | Conjunctipora | Elvasia subgen. Euelvasia | Elvasieae | Elvasia bisepala | Elvasia tricarpellata | Hostmannia | Pinguicula sect. Mesoamericana | Eussequibensa,"['Elvasia bisepala Sastre & Whitef.', 'Elvasia DC.', 'Pinguicula L.', 'Elvasia tricarpellata Sastre']","[100, 95, 94, 84]",Elvasia bisepala Sastre & Whitef.,True
533,3052,14669.0,68,A new species of Monochilus (Lamiaceae) from Brazil,1999,641055,https://www.biodiversitylibrary.org/part/3052,"Cantino, Philip D. (Philip Douglas)",Amasonia | Monochilus | Monochilus | Monochilus obovatus | Monochilus obovatus | Lamiaceae | Verbenaceae | Verbenaceae,"['Monochilus obovatus P.D.Cantino', 'Monochilus obovatus P.D.Cantino', 'Lamiaceae', 'Verbenaceae', 'Verbenaceae']","[100, 100, 96, 96, 96]",Monochilus obovatus P.D.Cantino,True
534,3073,14669.0,96,A new species of Tapirira (Anacardiaceae) from Ecuador,1999,641204,https://www.biodiversitylibrary.org/part/3073,"Barfod, Anders Sánchez",Borbon | Tapirira | Campnosperma panamense | Tapirira rubrinervis,"['Tapirira rubrinervis Barfod', 'Campnosperma panamense Standl.']","[100, 84]",Tapirira rubrinervis Barfod,True
535,3076,14669.0,99,Contributions toward a revision of Begonia Section Weilbachia (Begoniaceae),1999,641215,https://www.biodiversitylibrary.org/part/3076,"Utley, John F. | Burt-Utley, Kathleen",Begoniaceae | Begonia | Begonia sect. Gobenia | Liebmannia | Weilbachia | Tetrachia | Ovaria | Atlantida | Begonia hondurensis | Pinguicula sect. Mesoamericana,"['Begonia hondurensis Burt-Utley & Utley', 'Ovaria Fabr.', 'Begoniaceae', 'Pinguicula L.', 'Belonia Fall, 1899', 'Goyenia Forster, 1970']","[100, 97, 96, 94, 88, 88]",Begonia hondurensis Burt-Utley & Utley,True
536,3079,14669.0,103,"A new species of Corallorhiza (Orchidaceae) from West Virginia, U.S.A",1999,641243,https://www.biodiversitylibrary.org/part/3079,"Freudenstein, John V.",Corallorhiza | Rostellum | Quercus | Rhododendron | Corallorhiza bentleyi | Liriodendron tulipifera | Acer pensylvanicum | Orchidaceae | Corallorhiza striata | Orchidaceae,"['Corallorhiza bentleyi Freudenst.', 'Orchidaceae', 'Orchidaceae', 'Acer L.', 'Corallorhiza striata Lindl.', 'Liriodendron tulipifera L.']","[100, 96, 96, 94, 84, 82]",Corallorhiza bentleyi Freudenst.,True
537,3083,14669.0,107,"A new name and a new lectotypification in neotropical plants (Ebenaceae, Solanaceae)",1999,641256,https://www.biodiversitylibrary.org/part/3083,"Knapp, Sandra",Brasilia | Diospyros panamense | Diospyros whitei | Diospyros | Isla | Pinguicula sect. Mesoamericana | Rio | Brunfelsia cuneifolia | Brunfelsia | Solanaceae | Ebenaceae,"['Diospyros whitei S.Knapp', 'Diospyros panamensis S.Knapp', 'Solanaceae', 'Ebenaceae', 'Pinguicula L.', 'Brunfelsia cuneifolia J.A.Schmidt']","[100, 96, 96, 96, 94, 84]",Diospyros whitei S.Knapp,True
538,3094,14669.0,121,Dos nuevas especies de Simira (Rubiaceae) de Colombia,1999,641300,https://www.biodiversitylibrary.org/part/3094,"Taylor, Charlotte M. (Charlotte Morley)",Figura | La | Simira cordifolia | Sickingia | Simira | Rubiaceae | Simira cesariana,"['Simira cesariana C.M.Taylor', 'Rubiaceae', 'Tracheophyta', 'Simia N.S.Mikhailova & T.V.Jankauskas, 1989']","[100, 96, 92, 83]",Simira cesariana C.M.Taylor,True
539,2484,14662.0,8,Three new species and a new combination in the Asclepiadaceae from the Venezuelan Guayana,1992,636822,https://www.biodiversitylibrary.org/part/2484,"Morillo, G",Asclepiadaceae | Corona | Ditassa ottohuberi | Ditassa | Guayana | Pollinia | Serrania | Ditassa acerifolia | Matelea stergiosii | Rio | Matelea | Matelea squiresii,"['Ditassa ottohuberi Morillo', 'Matelea stergiosii Morillo', 'Matelea squiresii (Rusby) Morillo', 'Asclepiadaceae', 'Pollinia', 'Ditassa acerifolia Lasser & Maguire']","[100, 100, 100, 96, 92, 84]",Ditassa ottohuberi Morillo,True
540,2499,14662.0,26,A new species of Aptandra (Olacaceae) from Amazonian Peru,1992,636945,https://www.biodiversitylibrary.org/part/2499,"Gentry, Alwyn H. (Alwyn Howard) 1945-1993 | Ortiz, R",Aptandra | Arbor | Chaunochiton | Folia | Inflorescentia | Napo | Rosa | Fructus | Aptandra caudata | Olacaceae | Rio,"['Aptandra caudata A.H.Gentry & R.Ortiz', 'Olacaceae', 'Napho Hewitson, 1849']","[100, 96, 85]",Aptandra caudata A.H.Gentry & R.Ortiz,True
541,2512,14662.0,41,New western North American taxa of Arceuthobium (Viscaceae),1992,636996,https://www.biodiversitylibrary.org/part/2512,"Wiens, Delbert | Nickrent, D L | Hawksworth, Frank G. (Frank Goode), 1926-1993",Arceuthobium siskiyouense | Arceuthobium | Plantae | Pinus attenuata | Pinus | Viscaceae,"['Arceuthobium siskiyouense Hawksw., Wiens & Nickrent', 'Viscaceae', 'Plantae', 'Pinus attenuata Lemmon']","[100, 96, 94, 84]","Arceuthobium siskiyouense Hawksw., Wiens & Nickrent",True
542,2533,14662.0,63,"Sarcoglottis caudata (Orchidaceae) and Vellozia kolbekii (Velloziaceae), two new species from Minas Gerais, Brazil",1992,637092,https://www.biodiversitylibrary.org/part/2533,"Alves, Ruy José Válka, 1965-",Fissurella subgen. Serra | Sarcoglottis caudata | Sarcoglottis | Orchidaceae | Vellozia kolbekii | Orchidaceae | Planta | Velloziaceae,"['Sarcoglottis caudata R.J.V.Alves', 'Vellozia kolbekii R.J.V.Alves', 'Orchidaceae', 'Orchidaceae', 'Velloziaceae', 'Serra', 'Plata Amaro, 1966']","[100, 100, 96, 96, 96, 94, 83]",Sarcoglottis caudata R.J.V.Alves,True
543,2534,14662.0,64,Two new species of Stigmaphyllon (Malpighiaceae) from Peru,1992,637095,https://www.biodiversitylibrary.org/part/2534,"Anderson, Christiane",Inflorescentia | Malpighiaceae | Pachitea | Stigmaphyllon | Gymnosperms | Rio | Petala | Stigmaphyllon argenteum | Stylus,"['Stigmaphyllon argenteum C.E.Anderson', 'Malpighiaceae']","[100, 96]",Stigmaphyllon argenteum C.E.Anderson,True
544,2542,14662.0,73,A new combination in Psiguria (Cucurbitaceae) from Mesoamerica,1992,637132,https://www.biodiversitylibrary.org/part/2542,"Hampshire, R. J. (Rachel Jane)",Anguria longipedunculata | Anguria | Catemaco | Condon | Gurania | Melothrieae | Psiguria dunlapii | Psiguria pedata | Psiguria longipedunculata | Pinguicula sect. Mesoamericana | Basionym | Cucurbitaceae | Psiguria | Anguria dunlapii,"['Psiguria dunlapii (Standl.) Hampshire', 'Cucurbitaceae', 'Condon', 'Psiguria Neck.', 'Psiguria Neck.', 'Pinguicula L.', 'Anguria longipedunculata Cogn.', 'Anguria dunlapii Standl.']","[100, 96, 94, 94, 94, 94, 83, 83]",Psiguria dunlapii (Standl.) Hampshire,True
